Date,Ticker,AXISBANK.NS,AXISBANK.NS.1,AXISBANK.NS.2,AXISBANK.NS.3,AXISBANK.NS.4,SentimentScore
1970-01-01 00:00:00.000000000,,929.7868500899776,929.7868500899776,929.7868500899776,929.7868500899776,929.7868500899776,0
1970-01-01 00:00:00.000000001,,929.7868500899776,929.7868500899776,929.7868500899776,929.7868500899776,929.7868500899776,0
1970-01-01 00:00:00.000000002,,942.2538282071222,942.2538282071222,942.2538282071222,942.2538282071222,942.2538282071222,0
1970-01-01 00:00:00.000000003,,960.9542909190052,960.9542909190052,960.9542909190052,960.9542909190052,960.9542909190052,0
1970-01-01 00:00:00.000000004,,957.4635394400372,957.4635394400372,957.4635394400372,957.4635394400372,957.4635394400372,0
1970-01-01 00:00:00.000000005,,944.0490803274756,944.0490803274756,944.0490803274756,944.0490803274756,944.0490803274756,0
1970-01-01 00:00:00.000000006,,944.2984191882836,944.2984191882836,944.2984191882836,944.2984191882836,944.2984191882836,0
1970-01-01 00:00:00.000000007,,961.4529432194536,961.4529432194536,961.4529432194536,961.4529432194536,961.4529432194536,0
1970-01-01 00:00:00.000000008,,950.4820135387192,950.4820135387192,950.4820135387192,950.4820135387192,950.4820135387192,0
1970-01-01 00:00:00.000000009,,946.8416511641792,946.8416511641792,946.8416511641792,946.8416511641792,946.8416511641792,0
1970-01-01 00:00:00.000000010,,933.0282324261028,933.0282324261028,933.0282324261028,933.0282324261028,933.0282324261028,0
1970-01-01 00:00:00.000000011,,937.9651606102152,937.9651606102152,937.9651606102152,937.9651606102152,937.9651606102152,0
1970-01-01 00:00:00.000000012,,912.532534594739,912.532534594739,912.532534594739,912.532534594739,912.532534594739,0
1970-01-01 00:00:00.000000013,,919.4641667501236,919.4641667501236,919.4641667501236,919.4641667501236,919.4641667501236,0
1970-01-01 00:00:00.000000014,,921.159654434783,921.159654434783,921.159654434783,921.159654434783,921.159654434783,0
1970-01-01 00:00:00.000000015,,928.7894712435568,928.7894712435568,928.7894712435568,928.7894712435568,928.7894712435568,0
1970-01-01 00:00:00.000000016,,933.5269253901992,933.5269253901992,933.5269253901992,933.5269253901992,933.5269253901992,0
1970-01-01 00:00:00.000000017,,932.5295668790604,932.5295668790604,932.5295668790604,932.5295668790604,932.5295668790604,0
1970-01-01 00:00:00.000000018,,902.6088496225308,902.6088496225308,902.6088496225308,902.6088496225308,902.6088496225308,0
1970-01-01 00:00:00.000000019,,889.9922375871389,889.9922375871389,889.9922375871389,889.9922375871389,889.9922375871389,0
1970-01-01 00:00:00.000000020,,849.6492066457566,849.6492066457566,849.6492066457566,849.6492066457566,849.6492066457566,0
1970-01-01 00:00:00.000000021,,870.6933834135348,870.6933834135348,870.6933834135348,870.6933834135348,870.6933834135348,0
1970-01-01 00:00:00.000000022,,873.9846395179304,873.9846395179304,873.9846395179304,873.9846395179304,873.9846395179304,0
1970-01-01 00:00:00.000000023,,848.7016937743082,848.7016937743082,848.7016937743082,848.7016937743082,848.7016937743082,0
1970-01-01 00:00:00.000000024,,870.693394455164,870.693394455164,870.693394455164,870.693394455164,870.693394455164,0
1970-01-01 00:00:00.000000025,,869.5464186317218,869.5464186317218,869.5464186317218,869.5464186317218,869.5464186317218,0
1970-01-01 00:00:00.000000026,,884.506744665385,884.506744665385,884.506744665385,884.506744665385,884.506744665385,0
1970-01-01 00:00:00.000000027,,879.7693458320437,879.7693458320437,879.7693458320437,879.7693458320437,879.7693458320437,0
1970-01-01 00:00:00.000000028,,873.8350955880709,873.8350955880709,873.8350955880709,873.8350955880709,873.8350955880709,0
1970-01-01 00:00:00.000000029,,869.7459237952077,869.7459237952077,869.7459237952077,869.7459237952077,869.7459237952077,0
1970-01-01 00:00:00.000000030,,864.9585687010346,864.9585687010346,864.9585687010346,864.9585687010346,864.9585687010346,0
1970-01-01 00:00:00.000000031,,860.2709943420871,860.2709943420871,860.2709943420871,860.2709943420871,860.2709943420871,0
1970-01-01 00:00:00.000000032,,869.6960345142812,869.6960345142812,869.6960345142812,869.6960345142812,869.6960345142812,0
1970-01-01 00:00:00.000000033,,870.4938669607202,870.4938669607202,870.4938669607202,870.4938669607202,870.4938669607202,0
1970-01-01 00:00:00.000000034,,858.725155250901,858.725155250901,858.725155250901,858.725155250901,858.725155250901,0
1970-01-01 00:00:00.000000035,,857.4285526319146,857.4285526319146,857.4285526319146,857.4285526319146,857.4285526319146,0
1970-01-01 00:00:00.000000036,,846.7568188104417,846.7568188104417,846.7568188104417,846.7568188104417,846.7568188104417,0
1970-01-01 00:00:00.000000037,,837.7805863154392,837.7805863154392,837.7805863154392,837.7805863154392,837.7805863154392,0
1970-01-01 00:00:00.000000038,,830.8488877972475,830.8488877972475,830.8488877972475,830.8488877972475,830.8488877972475,0
1970-01-01 00:00:00.000000039,,847.8538987685147,847.8538987685147,847.8538987685147,847.8538987685147,847.8538987685147,0
1970-01-01 00:00:00.000000040,,849.5992567522266,849.5992567522266,849.5992567522266,849.5992567522266,849.5992567522266,0
1970-01-01 00:00:00.000000041,,853.6884782219203,853.6884782219203,853.6884782219203,853.6884782219203,853.6884782219203,0
1970-01-01 00:00:00.000000042,,843.814565001129,843.814565001129,843.814565001129,843.814565001129,843.814565001129,0
1970-01-01 00:00:00.000000043,,863.7118776816358,863.7118776816358,863.7118776816358,863.7118776816358,863.7118776816358,0
1970-01-01 00:00:00.000000044,,847.5047937811358,847.5047937811358,847.5047937811358,847.5047937811358,847.5047937811358,0
1970-01-01 00:00:00.000000045,,854.6858146198489,854.6858146198489,854.6858146198489,854.6858146198489,854.6858146198489,0
1970-01-01 00:00:00.000000046,,856.2316930866406,856.2316930866406,856.2316930866406,856.2316930866406,856.2316930866406,0
1970-01-01 00:00:00.000000047,,860.2210959531328,860.2210959531328,860.2210959531328,860.2210959531328,860.2210959531328,0
1970-01-01 00:00:00.000000048,,857.3288381927395,857.3288381927395,857.3288381927395,857.3288381927395,857.3288381927395,0
1970-01-01 00:00:00.000000049,,843.365747946297,843.365747946297,843.365747946297,843.365747946297,843.365747946297,0
1970-01-01 00:00:00.000000050,,825.8122531130239,825.8122531130239,825.8122531130239,825.8122531130239,825.8122531130239,0
1970-01-01 00:00:00.000000051,,835.835689825817,835.835689825817,835.835689825817,835.835689825817,835.835689825817,0
1970-01-01 00:00:00.000000052,,819.3294536392584,819.3294536392584,819.3294536392584,819.3294536392584,819.3294536392584,0
1970-01-01 00:00:00.000000053,,832.7938167758774,832.7938167758774,832.7938167758774,832.7938167758774,832.7938167758774,0
1970-01-01 00:00:00.000000054,,833.7911436751785,833.7911436751785,833.7911436751785,833.7911436751785,833.7911436751785,0
1970-01-01 00:00:00.000000055,,837.8803087329111,837.8803087329111,837.8803087329111,837.8803087329111,837.8803087329111,0
1970-01-01 00:00:00.000000056,,853.3393206214389,853.3393206214389,853.3393206214389,853.3393206214389,853.3393206214389,0
1970-01-01 00:00:00.000000057,,844.7620800965633,844.7620800965633,844.7620800965633,844.7620800965633,844.7620800965633,0
1970-01-01 00:00:00.000000058,,844.0141063949059,844.0141063949059,844.0141063949059,844.0141063949059,844.0141063949059,0
1970-01-01 00:00:00.000000059,,838.8277998735553,838.8277998735553,838.8277998735553,838.8277998735553,838.8277998735553,0
1970-01-01 00:00:00.000000060,,835.1874828184127,835.1874828184127,835.1874828184127,835.1874828184127,835.1874828184127,0
1970-01-01 00:00:00.000000061,,830.3004281081028,830.3004281081028,830.3004281081028,830.3004281081028,830.3004281081028,0
1970-01-01 00:00:00.000000062,,852.641164867343,852.641164867343,852.641164867343,852.641164867343,852.641164867343,0
1970-01-01 00:00:00.000000063,,861.7171614119438,861.7171614119438,861.7171614119438,861.7171614119438,861.7171614119438,0
1970-01-01 00:00:00.000000064,,868.6986362029479,868.6986362029479,868.6986362029479,868.6986362029479,868.6986362029479,0
1970-01-01 00:00:00.000000065,,859.5229861540353,859.5229861540353,859.5229861540353,859.5229861540353,859.5229861540353,0
1970-01-01 00:00:00.000000066,,852.5414115625723,852.5414115625723,852.5414115625723,852.5414115625723,852.5414115625723,0
1970-01-01 00:00:00.000000067,,846.0087653724299,846.0087653724299,846.0087653724299,846.0087653724299,846.0087653724299,0
1970-01-01 00:00:00.000000068,,852.6412558734322,852.6412558734322,852.6412558734322,852.6412558734322,852.6412558734322,0
1970-01-01 00:00:00.000000069,,851.3945429743361,851.3945429743361,851.3945429743361,851.3945429743361,851.3945429743361,0
1970-01-01 00:00:00.000000070,,879.6696543336656,879.6696543336656,879.6696543336656,879.6696543336656,879.6696543336656,0
1970-01-01 00:00:00.000000071,,863.0636244684166,863.0636244684166,863.0636244684166,863.0636244684166,863.0636244684166,0
1970-01-01 00:00:00.000000072,,862.7145161360205,862.7145161360205,862.7145161360205,862.7145161360205,862.7145161360205,0
1970-01-01 00:00:00.000000073,,872.488653826795,872.488653826795,872.488653826795,872.488653826795,872.488653826795,0
1970-01-01 00:00:00.000000074,,868.4991631302372,868.4991631302372,868.4991631302372,868.4991631302372,868.4991631302372,0
1970-01-01 00:00:00.000000075,,865.7066060820845,865.7066060820845,865.7066060820845,865.7066060820845,865.7066060820845,0
1970-01-01 00:00:00.000000076,,882.6616898361922,882.6616898361922,882.6616898361922,882.6616898361922,882.6616898361922,0
1970-01-01 00:00:00.000000077,,875.0817699116577,875.0817699116577,875.0817699116577,875.0817699116577,875.0817699116577,0
1970-01-01 00:00:00.000000078,,885.6537654480087,885.6537654480087,885.6537654480087,885.6537654480087,885.6537654480087,0
1970-01-01 00:00:00.000000079,,882.7613161953902,882.7613161953902,882.7613161953902,882.7613161953902,882.7613161953902,0
1970-01-01 00:00:00.000000080,,867.7013024431587,867.7013024431587,867.7013024431587,867.7013024431587,867.7013024431587,0
1970-01-01 00:00:00.000000081,,861.5674950903395,861.5674950903395,861.5674950903395,861.5674950903395,861.5674950903395,0
1970-01-01 00:00:00.000000082,,857.7276963008517,857.7276963008517,857.7276963008517,857.7276963008517,857.7276963008517,0
1970-01-01 00:00:00.000000083,,864.8588202859523,864.8588202859523,864.8588202859523,864.8588202859523,864.8588202859523,0
1970-01-01 00:00:00.000000084,,863.013687929964,863.013687929964,863.013687929964,863.013687929964,863.013687929964,0
1970-01-01 00:00:00.000000085,,879.8690735863491,879.8690735863491,879.8690735863491,879.8690735863491,879.8690735863491,0
1970-01-01 00:00:00.000000086,,889.6431942064683,889.6431942064683,889.6431942064683,889.6431942064683,889.6431942064683,0
1970-01-01 00:00:00.000000087,,888.6458302181073,888.6458302181073,888.6458302181073,888.6458302181073,888.6458302181073,0
1970-01-01 00:00:00.000000088,,892.8347664423467,892.8347664423467,892.8347664423467,892.8347664423467,892.8347664423467,0
1970-01-01 00:00:00.000000089,,908.2439536374152,908.2439536374152,908.2439536374152,908.2439536374152,908.2439536374152,0
1970-01-01 00:00:00.000000090,,913.779312757632,913.779312757632,913.779312757632,913.779312757632,913.779312757632,0
1970-01-01 00:00:00.000000091,,915.275357867754,915.275357867754,915.275357867754,915.275357867754,915.275357867754,0
1970-01-01 00:00:00.000000092,,917.5691873556405,917.5691873556405,917.5691873556405,917.5691873556405,917.5691873556405,0
1970-01-01 00:00:00.000000093,,918.4668189387248,918.4668189387248,918.4668189387248,918.4668189387248,918.4668189387248,0
1970-01-01 00:00:00.000000094,,920.5612837744666,920.5612837744666,920.5612837744666,920.5612837744666,920.5612837744666,0
1970-01-01 00:00:00.000000095,,915.1256956371484,915.1256956371484,915.1256956371484,915.1256956371484,915.1256956371484,0
1970-01-01 00:00:00.000000096,,908.7425871157698,908.7425871157698,908.7425871157698,908.7425871157698,908.7425871157698,0
1970-01-01 00:00:00.000000097,,914.2779119411406,914.2779119411406,914.2779119411406,914.2779119411406,914.2779119411406,0
1970-01-01 00:00:00.000000098,,915.5744897215402,915.5744897215402,915.5744897215402,915.5744897215402,915.5744897215402,0
1970-01-01 00:00:00.000000099,,928.5401643564268,928.5401643564268,928.5401643564268,928.5401643564268,928.5401643564268,0
1970-01-01 00:00:00.000000100,,928.3406903665872,928.3406903665872,928.3406903665872,928.3406903665872,928.3406903665872,0
1970-01-01 00:00:00.000000101,,934.8733518090172,934.8733518090172,934.8733518090172,934.8733518090172,934.8733518090172,0
1970-01-01 00:00:00.000000102,,919.5639303932444,919.5639303932444,919.5639303932444,919.5639303932444,919.5639303932444,0
1970-01-01 00:00:00.000000103,,920.212240304744,920.212240304744,920.212240304744,920.212240304744,920.212240304744,0
1970-01-01 00:00:00.000000104,,925.1490774704516,925.1490774704516,925.1490774704516,925.1490774704516,925.1490774704516,0
1970-01-01 00:00:00.000000105,,948.5869905944752,948.5869905944752,948.5869905944752,948.5869905944752,948.5869905944752,0
1970-01-01 00:00:00.000000106,,970.3793637455271,970.3793637455271,970.3793637455271,970.3793637455271,970.3793637455271,0
1970-01-01 00:00:00.000000107,,970.4790025315168,970.4790025315168,970.4790025315168,970.4790025315168,970.4790025315168,0
1970-01-01 00:00:00.000000108,,964.4450372391158,964.4450372391158,964.4450372391158,964.4450372391158,964.4450372391158,0
1970-01-01 00:00:00.000000109,,970.4291959930816,970.4291959930816,970.4291959930816,970.4291959930816,970.4291959930816,0
1970-01-01 00:00:00.000000110,,971.7257679465994,971.7257679465994,971.7257679465994,971.7257679465994,971.7257679465994,0
1970-01-01 00:00:00.000000111,,983.3948796018038,983.3948796018038,983.3948796018038,983.3948796018038,983.3948796018038,0
1970-01-01 00:00:00.000000112,,985.7385346742471,985.7385346742471,985.7385346742471,985.7385346742471,985.7385346742471,0
1970-01-01 00:00:00.000000113,,980.2033013399802,980.2033013399802,980.2033013399802,980.2033013399802,980.2033013399802,0
1970-01-01 00:00:00.000000114,,981.2504969948916,981.2504969948916,981.2504969948916,981.2504969948916,981.2504969948916,0
1970-01-01 00:00:00.000000115,,963.3978435029916,963.3978435029916,963.3978435029916,963.3978435029916,963.3978435029916,0
1970-01-01 00:00:00.000000116,,975.7151205634184,975.7151205634184,975.7151205634184,975.7151205634184,975.7151205634184,0
1970-01-01 00:00:00.000000117,,959.6577434905124,959.6577434905124,959.6577434905124,959.6577434905124,959.6577434905124,0
1970-01-01 00:00:00.000000118,,957.4635460788032,957.4635460788032,957.4635460788032,957.4635460788032,957.4635460788032,0
1970-01-01 00:00:00.000000119,,956.9648713775646,956.9648713775646,956.9648713775646,956.9648713775646,956.9648713775646,0
1970-01-01 00:00:00.000000120,,964.4450412674792,964.4450412674792,964.4450412674792,964.4450412674792,964.4450412674792,0
1970-01-01 00:00:00.000000121,,976.4132915500628,976.4132915500628,976.4132915500628,976.4132915500628,976.4132915500628,0
1970-01-01 00:00:00.000000122,,974.518252936658,974.518252936658,974.518252936658,974.518252936658,974.518252936658,0
1970-01-01 00:00:00.000000123,,987.3842168463996,987.3842168463996,987.3842168463996,987.3842168463996,987.3842168463996,0
1970-01-01 00:00:00.000000124,,979.5051583506634,979.5051583506634,979.5051583506634,979.5051583506634,979.5051583506634,0
1970-01-01 00:00:00.000000125,,966.4397446918044,966.4397446918044,966.4397446918044,966.4397446918044,966.4397446918044,0
1970-01-01 00:00:00.000000126,,958.4609136389416,958.4609136389416,958.4609136389416,958.4609136389416,958.4609136389416,0
1970-01-01 00:00:00.000000127,,974.6641831465856,974.6641831465856,974.6641831465856,974.6641831465856,974.6641831465856,0
1970-01-01 00:00:00.000000128,,975.1134848157154,975.1134848157154,975.1134848157154,975.1134848157154,975.1134848157154,0
1970-01-01 00:00:00.000000129,,966.3278064604592,966.3278064604592,966.3278064604592,966.3278064604592,966.3278064604592,0
1970-01-01 00:00:00.000000130,,955.1459155846112,955.1459155846112,955.1459155846112,955.1459155846112,955.1459155846112,0
1970-01-01 00:00:00.000000131,,954.7465495086188,954.7465495086188,954.7465495086188,954.7465495086188,954.7465495086188,0
1970-01-01 00:00:00.000000132,,962.8833651853292,962.8833651853292,962.8833651853292,962.8833651853292,962.8833651853292,0
1970-01-01 00:00:00.000000133,,958.4406173492556,958.4406173492556,958.4406173492556,958.4406173492556,958.4406173492556,0
1970-01-01 00:00:00.000000134,,962.434062841666,962.434062841666,962.434062841666,962.434062841666,962.434062841666,0
1970-01-01 00:00:00.000000135,,962.4340810493464,962.4340810493464,962.4340810493464,962.4340810493464,962.4340810493464,0
1970-01-01 00:00:00.000000136,,962.3342650400326,962.3342650400326,962.3342650400326,962.3342650400326,962.3342650400326,0
1970-01-01 00:00:00.000000137,,970.0216684491554,970.0216684491554,970.0216684491554,970.0216684491554,970.0216684491554,0
1970-01-01 00:00:00.000000138,,971.868719566255,971.868719566255,971.868719566255,971.868719566255,971.868719566255,0
1970-01-01 00:00:00.000000139,,976.061876288846,976.061876288846,976.061876288846,976.061876288846,976.061876288846,0
1970-01-01 00:00:00.000000140,,965.2794076024824,965.2794076024824,965.2794076024824,965.2794076024824,965.2794076024824,0
1970-01-01 00:00:00.000000141,,987.7428718400172,987.7428718400172,987.7428718400172,987.7428718400172,987.7428718400172,0
1970-01-01 00:00:00.000000142,,958.3407708775004,958.3407708775004,958.3407708775004,958.3407708775004,958.3407708775004,0
1970-01-01 00:00:00.000000143,,953.1492132082984,953.1492132082984,953.1492132082984,953.1492132082984,953.1492132082984,0
1970-01-01 00:00:00.000000144,,954.4470700773104,954.4470700773104,954.4470700773104,954.4470700773104,954.4470700773104,0
1970-01-01 00:00:00.000000145,,949.9543860919008,949.9543860919008,949.9543860919008,949.9543860919008,949.9543860919008,0
1970-01-01 00:00:00.000000146,,942.5663725667334,942.5663725667334,942.5663725667334,942.5663725667334,942.5663725667334,0
1970-01-01 00:00:00.000000147,,945.4617140197354,945.4617140197354,945.4617140197354,945.4617140197354,945.4617140197354,0
1970-01-01 00:00:00.000000148,,950.7031813527489,950.7031813527489,950.7031813527489,950.7031813527489,950.7031813527489,0
1970-01-01 00:00:00.000000149,,948.4568591177452,948.4568591177452,948.4568591177452,948.4568591177452,948.4568591177452,0
1970-01-01 00:00:00.000000150,,950.4535382401316,950.4535382401316,950.4535382401316,950.4535382401316,950.4535382401316,0
1970-01-01 00:00:00.000000151,,946.4601097989824,946.4601097989824,946.4601097989824,946.4601097989824,946.4601097989824,0
1970-01-01 00:00:00.000000152,,935.9771127935796,935.9771127935796,935.9771127935796,935.9771127935796,935.9771127935796,0
1970-01-01 00:00:00.000000153,,933.4811853346018,933.4811853346018,933.4811853346018,933.4811853346018,933.4811853346018,0
1970-01-01 00:00:00.000000154,,934.4296152490268,934.4296152490268,934.4296152490268,934.4296152490268,934.4296152490268,0
1970-01-01 00:00:00.000000155,,934.4296245222276,934.4296245222276,934.4296245222276,934.4296245222276,934.4296245222276,0
1970-01-01 00:00:00.000000156,,933.3314350729252,933.3314350729252,933.3314350729252,933.3314350729252,933.3314350729252,0
1970-01-01 00:00:00.000000157,,942.666232975574,942.666232975574,942.666232975574,942.666232975574,942.666232975574,0
1970-01-01 00:00:00.000000158,,952.3005472024148,952.3005472024148,952.3005472024148,952.3005472024148,952.3005472024148,0
1970-01-01 00:00:00.000000159,,960.4373227378256,960.4373227378256,960.4373227378256,960.4373227378256,960.4373227378256,0
1970-01-01 00:00:00.000000160,,983.2002673424388,983.2002673424388,983.2002673424388,983.2002673424388,983.2002673424388,0
1970-01-01 00:00:00.000000161,,972.4177974819816,972.4177974819816,972.4177974819816,972.4177974819816,972.4177974819816,0
1970-01-01 00:00:00.000000162,,978.5079223942116,978.5079223942116,978.5079223942116,978.5079223942116,978.5079223942116,0
1970-01-01 00:00:00.000000163,,988.5915631342556,988.5915631342556,988.5915631342556,988.5915631342556,988.5915631342556,0
1970-01-01 00:00:00.000000164,,981.4032174251884,981.4032174251884,981.4032174251884,981.4032174251884,981.4032174251884,0
1970-01-01 00:00:00.000000165,,980.2052069299484,980.2052069299484,980.2052069299484,980.2052069299484,980.2052069299484,0
