Date,Ticker,LT.NS,LT.NS.1,LT.NS.2,LT.NS.3,LT.NS.4,SentimentScore
1970-01-01 00:00:00.000000000,,2038.8716327732905,2038.8716327732905,2038.8716327732905,2038.8716327732905,2038.8716327732905,0
1970-01-01 00:00:00.000000001,,2038.8716327732905,2038.8716327732905,2038.8716327732905,2038.8716327732905,2038.8716327732905,0
1970-01-01 00:00:00.000000002,,2034.0982534703217,2034.0982534703217,2034.0982534703217,2034.0982534703217,2034.0982534703217,0
1970-01-01 00:00:00.000000003,,2036.972156582768,2036.972156582768,2036.972156582768,2036.972156582768,2036.972156582768,0
1970-01-01 00:00:00.000000004,,2026.304854881748,2026.304854881748,2026.304854881748,2026.304854881748,2026.304854881748,0
1970-01-01 00:00:00.000000005,,2036.241471185819,2036.241471185819,2036.241471185819,2036.241471185819,2036.241471185819,0
1970-01-01 00:00:00.000000006,,2053.5819360097707,2053.5819360097707,2053.5819360097707,2053.5819360097707,2053.5819360097707,0
1970-01-01 00:00:00.000000007,,2076.8650182786214,2076.8650182786214,2076.8650182786214,2076.8650182786214,2076.8650182786214,0
1970-01-01 00:00:00.000000008,,2051.731070098705,2051.731070098705,2051.731070098705,2051.731070098705,2051.731070098705,0
1970-01-01 00:00:00.000000009,,2063.421143431398,2063.421143431398,2063.421143431398,2063.421143431398,2063.421143431398,0
1970-01-01 00:00:00.000000010,,2106.0903866791405,2106.0903866791405,2106.0903866791405,2106.0903866791405,2106.0903866791405,0
1970-01-01 00:00:00.000000011,,2091.5751364723506,2091.5751364723506,2091.5751364723506,2091.5751364723506,2091.5751364723506,0
1970-01-01 00:00:00.000000012,,2084.658459372712,2084.658459372712,2084.658459372712,2084.658459372712,2084.658459372712,0
1970-01-01 00:00:00.000000013,,2163.6648182426097,2163.6648182426097,2163.6648182426097,2163.6648182426097,2163.6648182426097,0
1970-01-01 00:00:00.000000014,,2201.5122139065384,2201.5122139065384,2201.5122139065384,2201.5122139065384,2201.5122139065384,0
1970-01-01 00:00:00.000000015,,2223.528443251669,2223.528443251669,2223.528443251669,2223.528443251669,2223.528443251669,0
1970-01-01 00:00:00.000000016,,2196.7872635000417,2196.7872635000417,2196.7872635000417,2196.7872635000417,2196.7872635000417,0
1970-01-01 00:00:00.000000017,,2186.7530628447626,2186.7530628447626,2186.7530628447626,2186.7530628447626,2186.7530628447626,0
1970-01-01 00:00:00.000000018,,2144.1811715000645,2144.1811715000645,2144.1811715000645,2144.1811715000645,2144.1811715000645,0
1970-01-01 00:00:00.000000019,,2118.5600099834787,2118.5600099834787,2118.5600099834787,2118.5600099834787,2118.5600099834787,0
1970-01-01 00:00:00.000000020,,2074.429767901476,2074.429767901476,2074.429767901476,2074.429767901476,2074.429767901476,0
1970-01-01 00:00:00.000000021,,2065.2237615399927,2065.2237615399927,2065.2237615399927,2065.2237615399927,2065.2237615399927,0
1970-01-01 00:00:00.000000022,,2077.9365287870414,2077.9365287870414,2077.9365287870414,2077.9365287870414,2077.9365287870414,0
1970-01-01 00:00:00.000000023,,2080.4698097904184,2080.4698097904184,2080.4698097904184,2080.4698097904184,2080.4698097904184,0
1970-01-01 00:00:00.000000024,,2120.7520345550315,2120.7520345550315,2120.7520345550315,2120.7520345550315,2120.7520345550315,0
1970-01-01 00:00:00.000000025,,2108.37994251412,2108.37994251412,2108.37994251412,2108.37994251412,2108.37994251412,0
1970-01-01 00:00:00.000000026,,2106.43152020804,2106.43152020804,2106.43152020804,2106.43152020804,2106.43152020804,0
1970-01-01 00:00:00.000000027,,2104.775533242292,2104.775533242292,2104.775533242292,2104.775533242292,2104.775533242292,0
1970-01-01 00:00:00.000000028,,2094.497819969872,2094.497819969872,2094.497819969872,2094.497819969872,2094.497819969872,0
1970-01-01 00:00:00.000000029,,2084.9506172200963,2084.9506172200963,2084.9506172200963,2084.9506172200963,2084.9506172200963,0
1970-01-01 00:00:00.000000030,,2116.9040216995168,2116.9040216995168,2116.9040216995168,2116.9040216995168,2116.9040216995168,0
1970-01-01 00:00:00.000000031,,2157.819578438137,2157.819578438137,2157.819578438137,2157.819578438137,2157.819578438137,0
1970-01-01 00:00:00.000000032,,2129.568401185093,2129.568401185093,2129.568401185093,2129.568401185093,2129.568401185093,0
1970-01-01 00:00:00.000000033,,2130.347955896824,2130.347955896824,2130.347955896824,2130.347955896824,2130.347955896824,0
1970-01-01 00:00:00.000000034,,2113.786741693056,2113.786741693056,2113.786741693056,2113.786741693056,2113.786741693056,0
1970-01-01 00:00:00.000000035,,2176.037097964976,2176.037097964976,2176.037097964976,2176.037097964976,2176.037097964976,0
1970-01-01 00:00:00.000000036,,2181.200242952478,2181.200242952478,2181.200242952478,2181.200242952478,2181.200242952478,0
1970-01-01 00:00:00.000000037,,2171.4583655554093,2171.4583655554093,2171.4583655554093,2171.4583655554093,2171.4583655554093,0
1970-01-01 00:00:00.000000038,,2147.103667870588,2147.103667870588,2147.103667870588,2147.103667870588,2147.103667870588,0
1970-01-01 00:00:00.000000039,,2104.239524936824,2104.239524936824,2104.239524936824,2104.239524936824,2104.239524936824,0
1970-01-01 00:00:00.000000040,,2078.9595253051125,2078.9595253051125,2078.9595253051125,2078.9595253051125,2078.9595253051125,0
1970-01-01 00:00:00.000000041,,2060.401225686352,2060.401225686352,2060.401225686352,2060.401225686352,2060.401225686352,0
1970-01-01 00:00:00.000000042,,2045.788525263932,2045.788525263932,2045.788525263932,2045.788525263932,2045.788525263932,0
1970-01-01 00:00:00.000000043,,2074.965356984738,2074.965356984738,2074.965356984738,2074.965356984738,2074.965356984738,0
1970-01-01 00:00:00.000000044,,2084.7558962503617,2084.7558962503617,2084.7558962503617,2084.7558962503617,2084.7558962503617,0
1970-01-01 00:00:00.000000045,,2102.534634071253,2102.534634071253,2102.534634071253,2102.534634071253,2102.534634071253,0
1970-01-01 00:00:00.000000046,,2096.4462595414525,2096.4462595414525,2096.4462595414525,2096.4462595414525,2096.4462595414525,0
1970-01-01 00:00:00.000000047,,2118.8034009633097,2118.8034009633097,2118.8034009633097,2118.8034009633097,2118.8034009633097,0
1970-01-01 00:00:00.000000048,,2115.44279420593,2115.44279420593,2115.44279420593,2115.44279420593,2115.44279420593,0
1970-01-01 00:00:00.000000049,,2108.184986327957,2108.184986327957,2108.184986327957,2108.184986327957,2108.184986327957,0
1970-01-01 00:00:00.000000050,,2088.993926718764,2088.993926718764,2088.993926718764,2088.993926718764,2088.993926718764,0
1970-01-01 00:00:00.000000051,,2108.330918189092,2108.330918189092,2108.330918189092,2108.330918189092,2108.330918189092,0
1970-01-01 00:00:00.000000052,,2128.496870584189,2128.496870584189,2128.496870584189,2128.496870584189,2128.496870584189,0
1970-01-01 00:00:00.000000053,,2130.2502288341416,2130.2502288341416,2130.2502288341416,2130.2502288341416,2130.2502288341416,0
1970-01-01 00:00:00.000000054,,2134.536924709958,2134.536924709958,2134.536924709958,2134.536924709958,2134.536924709958,0
1970-01-01 00:00:00.000000055,,2126.353699354564,2126.353699354564,2126.353699354564,2126.353699354564,2126.353699354564,0
1970-01-01 00:00:00.000000056,,2162.203404669808,2162.203404669808,2162.203404669808,2162.203404669808,2162.203404669808,0
1970-01-01 00:00:00.000000057,,2156.845657844862,2156.845657844862,2156.845657844862,2156.845657844862,2156.845657844862,0
1970-01-01 00:00:00.000000058,,2149.052079729052,2149.052079729052,2149.052079729052,2149.052079729052,2149.052079729052,0
1970-01-01 00:00:00.000000059,,2118.9009269442454,2118.9009269442454,2118.9009269442454,2118.9009269442454,2118.9009269442454,0
1970-01-01 00:00:00.000000060,,2111.7893152665924,2111.7893152665924,2111.7893152665924,2111.7893152665924,2111.7893152665924,0
1970-01-01 00:00:00.000000061,,2082.4666106630298,2082.4666106630298,2082.4666106630298,2082.4666106630298,2082.4666106630298,0
1970-01-01 00:00:00.000000062,,2100.82987802106,2100.82987802106,2100.82987802106,2100.82987802106,2100.82987802106,0
1970-01-01 00:00:00.000000063,,2123.723258604463,2123.723258604463,2123.723258604463,2123.723258604463,2123.723258604463,0
1970-01-01 00:00:00.000000064,,2113.981569991557,2113.981569991557,2113.981569991557,2113.981569991557,2113.981569991557,0
1970-01-01 00:00:00.000000065,,2199.465987993123,2199.465987993123,2199.465987993123,2199.465987993123,2199.465987993123,0
1970-01-01 00:00:00.000000066,,2225.9153581516643,2225.9153581516643,2225.9153581516643,2225.9153581516643,2225.9153581516643,0
1970-01-01 00:00:00.000000067,,2260.1093376602216,2260.1093376602216,2260.1093376602216,2260.1093376602216,2260.1093376602216,0
1970-01-01 00:00:00.000000068,,2244.5222307188114,2244.5222307188114,2244.5222307188114,2244.5222307188114,2244.5222307188114,0
1970-01-01 00:00:00.000000069,,2235.5598474777003,2235.5598474777003,2235.5598474777003,2235.5598474777003,2235.5598474777003,0
1970-01-01 00:00:00.000000070,,2200.440484161514,2200.440484161514,2200.440484161514,2200.440484161514,2200.440484161514,0
1970-01-01 00:00:00.000000071,,2162.6907961213296,2162.6907961213296,2162.6907961213296,2162.6907961213296,2162.6907961213296,0
1970-01-01 00:00:00.000000072,,2151.0981412623933,2151.0981412623933,2151.0981412623933,2151.0981412623933,2151.0981412623933,0
1970-01-01 00:00:00.000000073,,2167.561395175512,2167.561395175512,2167.561395175512,2167.561395175512,2167.561395175512,0
1970-01-01 00:00:00.000000074,,2182.3202706756306,2182.3202706756306,2182.3202706756306,2182.3202706756306,2182.3202706756306,0
1970-01-01 00:00:00.000000075,,2162.690688525007,2162.690688525007,2162.690688525007,2162.690688525007,2162.690688525007,0
1970-01-01 00:00:00.000000076,,2173.455557590161,2173.455557590161,2173.455557590161,2173.455557590161,2173.455557590161,0
1970-01-01 00:00:00.000000077,,2189.821626689629,2189.821626689629,2189.821626689629,2189.821626689629,2189.821626689629,0
1970-01-01 00:00:00.000000078,,2217.0015369973203,2217.0015369973203,2217.0015369973203,2217.0015369973203,2217.0015369973203,0
1970-01-01 00:00:00.000000079,,2252.607899945765,2252.607899945765,2252.607899945765,2252.607899945765,2252.607899945765,0
1970-01-01 00:00:00.000000080,,2311.935925939101,2311.935925939101,2311.935925939101,2311.935925939101,2311.935925939101,0
1970-01-01 00:00:00.000000081,,2322.5545585942014,2322.5545585942014,2322.5545585942014,2322.5545585942014,2322.5545585942014,0
1970-01-01 00:00:00.000000082,,2300.83029005504,2300.83029005504,2300.83029005504,2300.83029005504,2300.83029005504,0
1970-01-01 00:00:00.000000083,,2296.154206098844,2296.154206098844,2296.154206098844,2296.154206098844,2296.154206098844,0
1970-01-01 00:00:00.000000084,,2316.076135297568,2316.076135297568,2316.076135297568,2316.076135297568,2316.076135297568,0
1970-01-01 00:00:00.000000085,,2306.528922848496,2306.528922848496,2306.528922848496,2306.528922848496,2306.528922848496,0
1970-01-01 00:00:00.000000086,,2325.3795398907587,2325.3795398907587,2325.3795398907587,2325.3795398907587,2325.3795398907587,0
1970-01-01 00:00:00.000000087,,2240.625746555419,2240.625746555419,2240.625746555419,2240.625746555419,2240.625746555419,0
1970-01-01 00:00:00.000000088,,2165.2722476880253,2165.2722476880253,2165.2722476880253,2165.2722476880253,2165.2722476880253,0
1970-01-01 00:00:00.000000089,,2163.567606621253,2163.567606621253,2163.567606621253,2163.567606621253,2163.567606621253,0
1970-01-01 00:00:00.000000090,,2196.39764629687,2196.39764629687,2196.39764629687,2196.39764629687,2196.39764629687,0
1970-01-01 00:00:00.000000091,,2166.928648598821,2166.928648598821,2166.928648598821,2166.928648598821,2166.928648598821,0
1970-01-01 00:00:00.000000092,,2172.4326524091007,2172.4326524091007,2172.4326524091007,2172.4326524091007,2172.4326524091007,0
1970-01-01 00:00:00.000000093,,2135.413284848188,2135.413284848188,2135.413284848188,2135.413284848188,2135.413284848188,0
1970-01-01 00:00:00.000000094,,2133.465244822393,2133.465244822393,2133.465244822393,2133.465244822393,2133.465244822393,0
1970-01-01 00:00:00.000000095,,2168.14638759478,2168.14638759478,2168.14638759478,2168.14638759478,2168.14638759478,0
1970-01-01 00:00:00.000000096,,2143.2069766023187,2143.2069766023187,2143.2069766023187,2143.2069766023187,2143.2069766023187,0
1970-01-01 00:00:00.000000097,,2133.464929935393,2133.464929935393,2133.464929935393,2133.464929935393,2133.464929935393,0
1970-01-01 00:00:00.000000098,,2151.9746633870272,2151.9746633870272,2151.9746633870272,2151.9746633870272,2151.9746633870272,0
1970-01-01 00:00:00.000000099,,2167.561870888348,2167.561870888348,2167.561870888348,2167.561870888348,2167.561870888348,0
1970-01-01 00:00:00.000000100,,2172.432329880932,2172.432329880932,2172.432329880932,2172.432329880932,2172.432329880932,0
1970-01-01 00:00:00.000000101,,2144.278586252809,2144.278586252809,2144.278586252809,2144.278586252809,2144.278586252809,0
1970-01-01 00:00:00.000000102,,2159.7681183844256,2159.7681183844256,2159.7681183844256,2159.7681183844256,2159.7681183844256,0
1970-01-01 00:00:00.000000103,,2163.6647368207714,2163.6647368207714,2163.6647368207714,2163.6647368207714,2163.6647368207714,0
1970-01-01 00:00:00.000000104,,2187.0453382789306,2187.0453382789306,2187.0453382789306,2187.0453382789306,2187.0453382789306,0
1970-01-01 00:00:00.000000105,,2210.425623625272,2210.425623625272,2210.425623625272,2210.425623625272,2210.425623625272,0
1970-01-01 00:00:00.000000106,,2219.1934047131426,2219.1934047131426,2219.1934047131426,2219.1934047131426,2219.1934047131426,0
1970-01-01 00:00:00.000000107,,2257.13793851376,2257.13793851376,2257.13793851376,2257.13793851376,2257.13793851376,0
1970-01-01 00:00:00.000000108,,2284.463936720568,2284.463936720568,2284.463936720568,2284.463936720568,2284.463936720568,0
1970-01-01 00:00:00.000000109,,2303.947325011856,2303.947325011856,2303.947325011856,2303.947325011856,2303.947325011856,0
1970-01-01 00:00:00.000000110,,2285.292002180139,2285.292002180139,2285.292002180139,2285.292002180139,2285.292002180139,0
1970-01-01 00:00:00.000000111,,2292.1597541124115,2292.1597541124115,2292.1597541124115,2292.1597541124115,2292.1597541124115,0
1970-01-01 00:00:00.000000112,,2294.20536120932,2294.20536120932,2294.20536120932,2294.20536120932,2294.20536120932,0
1970-01-01 00:00:00.000000113,,2302.729859971924,2302.729859971924,2302.729859971924,2302.729859971924,2302.729859971924,0
1970-01-01 00:00:00.000000114,,2317.586040028599,2317.586040028599,2317.586040028599,2317.586040028599,2317.586040028599,0
1970-01-01 00:00:00.000000115,,2303.898643999541,2303.898643999541,2303.898643999541,2303.898643999541,2303.898643999541,0
1970-01-01 00:00:00.000000116,,2320.508651445853,2320.508651445853,2320.508651445853,2320.508651445853,2320.508651445853,0
1970-01-01 00:00:00.000000117,,2332.783501555003,2332.783501555003,2332.783501555003,2332.783501555003,2332.783501555003,0
1970-01-01 00:00:00.000000118,,2356.504712844965,2356.504712844965,2356.504712844965,2356.504712844965,2356.504712844965,0
1970-01-01 00:00:00.000000119,,2336.193133212688,2336.193133212688,2336.193133212688,2336.193133212688,2336.193133212688,0
1970-01-01 00:00:00.000000120,,2325.8179817425366,2325.8179817425366,2325.8179817425366,2325.8179817425366,2325.8179817425366,0
1970-01-01 00:00:00.000000121,,2338.043965175744,2338.043965175744,2338.043965175744,2338.043965175744,2338.043965175744,0
1970-01-01 00:00:00.000000122,,2357.5277728385217,2357.5277728385217,2357.5277728385217,2357.5277728385217,2357.5277728385217,0
1970-01-01 00:00:00.000000123,,2414.225202922609,2414.225202922609,2414.225202922609,2414.225202922609,2414.225202922609,0
1970-01-01 00:00:00.000000124,,2394.7416892168835,2394.7416892168835,2394.7416892168835,2394.7416892168835,2394.7416892168835,0
1970-01-01 00:00:00.000000125,,2397.46929680723,2397.46929680723,2397.46929680723,2397.46929680723,2397.46929680723,0
1970-01-01 00:00:00.000000126,,2404.386140702808,2404.386140702808,2404.386140702808,2404.386140702808,2404.386140702808,0
1970-01-01 00:00:00.000000127,,2418.6580484170604,2418.6580484170604,2418.6580484170604,2418.6580484170604,2418.6580484170604,0
1970-01-01 00:00:00.000000128,,2386.7530373045875,2386.7530373045875,2386.7530373045875,2386.7530373045875,2386.7530373045875,0
1970-01-01 00:00:00.000000129,,2384.0256213192624,2384.0256213192624,2384.0256213192624,2384.0256213192624,2384.0256213192624,0
1970-01-01 00:00:00.000000130,,2416.271124558023,2416.271124558023,2416.271124558023,2416.271124558023,2416.271124558023,0
1970-01-01 00:00:00.000000131,,2402.340096578115,2402.340096578115,2402.340096578115,2402.340096578115,2402.340096578115,0
1970-01-01 00:00:00.000000132,,2386.996642319591,2386.996642319591,2386.996642319591,2386.996642319591,2386.996642319591,0
1970-01-01 00:00:00.000000133,,2411.108015017496,2411.108015017496,2411.108015017496,2411.108015017496,2411.108015017496,0
1970-01-01 00:00:00.000000134,,2405.262623082758,2405.262623082758,2405.262623082758,2405.262623082758,2405.262623082758,0
1970-01-01 00:00:00.000000135,,2410.718058987767,2410.718058987767,2410.718058987767,2410.718058987767,2410.718058987767,0
1970-01-01 00:00:00.000000136,,2429.6172655092355,2429.6172655092355,2429.6172655092355,2429.6172655092355,2429.6172655092355,0
1970-01-01 00:00:00.000000137,,2456.8946945610805,2456.8946945610805,2456.8946945610805,2456.8946945610805,2456.8946945610805,0
1970-01-01 00:00:00.000000138,,2569.55885882584,2569.55885882584,2569.55885882584,2569.55885882584,2569.55885882584,0
1970-01-01 00:00:00.000000139,,2548.467722699559,2548.467722699559,2548.467722699559,2548.467722699559,2548.467722699559,0
1970-01-01 00:00:00.000000140,,2524.1132913985,2524.1132913985,2524.1132913985,2524.1132913985,2524.1132913985,0
1970-01-01 00:00:00.000000141,,2600.050974107036,2600.050974107036,2600.050974107036,2600.050974107036,2600.050974107036,0
1970-01-01 00:00:00.000000142,,2591.478073530437,2591.478073530437,2591.478073530437,2591.478073530437,2591.478073530437,0
1970-01-01 00:00:00.000000143,,2586.4612330542,2586.4612330542,2586.4612330542,2586.4612330542,2586.4612330542,0
1970-01-01 00:00:00.000000144,,2612.1310123263825,2612.1310123263825,2612.1310123263825,2612.1310123263825,2612.1310123263825,0
1970-01-01 00:00:00.000000145,,2593.2393620081925,2593.2393620081925,2593.2393620081925,2593.2393620081925,2593.2393620081925,0
1970-01-01 00:00:00.000000146,,2570.629507570981,2570.629507570981,2570.629507570981,2570.629507570981,2570.629507570981,0
1970-01-01 00:00:00.000000147,,2560.79908171002,2560.79908171002,2560.79908171002,2560.79908171002,2560.79908171002,0
1970-01-01 00:00:00.000000148,,2583.4089453335787,2583.4089453335787,2583.4089453335787,2583.4089453335787,2583.4089453335787,0
1970-01-01 00:00:00.000000149,,2594.2714649771096,2594.2714649771096,2594.2714649771096,2594.2714649771096,2594.2714649771096,0
1970-01-01 00:00:00.000000150,,2590.290209773469,2590.290209773469,2590.290209773469,2590.290209773469,2590.290209773469,0
1970-01-01 00:00:00.000000151,,2595.3037821301805,2595.3037821301805,2595.3037821301805,2595.3037821301805,2595.3037821301805,0
1970-01-01 00:00:00.000000152,,2597.2207700100184,2597.2207700100184,2597.2207700100184,2597.2207700100184,2597.2207700100184,0
1970-01-01 00:00:00.000000153,,2592.256233943249,2592.256233943249,2592.256233943249,2592.256233943249,2592.256233943249,0
1970-01-01 00:00:00.000000154,,2623.7132496036984,2623.7132496036984,2623.7132496036984,2623.7132496036984,2623.7132496036984,0
1970-01-01 00:00:00.000000155,,2645.389354746101,2645.389354746101,2645.389354746101,2645.389354746101,2645.389354746101,0
1970-01-01 00:00:00.000000156,,2605.035773008495,2605.035773008495,2605.035773008495,2605.035773008495,2605.035773008495,0
1970-01-01 00:00:00.000000157,,2597.0241168644384,2597.0241168644384,2597.0241168644384,2597.0241168644384,2597.0241168644384,0
1970-01-01 00:00:00.000000158,,2622.730127187712,2622.730127187712,2622.730127187712,2622.730127187712,2622.730127187712,0
1970-01-01 00:00:00.000000159,,2643.914664535535,2643.914664535535,2643.914664535535,2643.914664535535,2643.914664535535,0
1970-01-01 00:00:00.000000160,,2700.8813963683565,2700.8813963683565,2700.8813963683565,2700.8813963683565,2700.8813963683565,0
