Date,Ticker,TCS.NS,TCS.NS.1,TCS.NS.2,TCS.NS.3,TCS.NS.4,SentimentScore
1970-01-01 00:00:00.000000000,,3120.9746428953467,3120.9746428953467,3120.9746428953467,3120.9746428953467,3120.9746428953467,0
1970-01-01 00:00:00.000000001,,3120.9746428953467,3120.9746428953467,3120.9746428953467,3120.9746428953467,3120.9746428953467,0
1970-01-01 00:00:00.000000002,,3112.360480090008,3112.360480090008,3112.360480090008,3112.360480090008,3112.360480090008,0
1970-01-01 00:00:00.000000003,,3164.711485133984,3164.711485133984,3164.711485133984,3164.711485133984,3164.711485133984,0
1970-01-01 00:00:00.000000004,,3187.2023198494617,3187.2023198494617,3187.2023198494617,3187.2023198494617,3187.2023198494617,0
1970-01-01 00:00:00.000000005,,3158.2994089707186,3158.2994089707186,3158.2994089707186,3158.2994089707186,3158.2994089707186,0
1970-01-01 00:00:00.000000006,,3090.3484577543945,3090.3484577543945,3090.3484577543945,3090.3484577543945,3090.3484577543945,0
1970-01-01 00:00:00.000000007,,3143.943167992141,3143.943167992141,3143.943167992141,3143.943167992141,3143.943167992141,0
1970-01-01 00:00:00.000000008,,3148.824455165407,3148.824455165407,3148.824455165407,3148.824455165407,3148.824455165407,0
1970-01-01 00:00:00.000000009,,3186.053949998748,3186.053949998748,3186.053949998748,3186.053949998748,3186.053949998748,0
1970-01-01 00:00:00.000000010,,3199.357091750638,3199.357091750638,3199.357091750638,3199.357091750638,3199.357091750638,0
1970-01-01 00:00:00.000000011,,3182.113266881313,3182.113266881313,3182.113266881313,3182.113266881313,3182.113266881313,0
1970-01-01 00:00:00.000000012,,3194.584409542297,3194.584409542297,3194.584409542297,3194.584409542297,3194.584409542297,0
1970-01-01 00:00:00.000000013,,3242.551184550148,3242.551184550148,3242.551184550148,3242.551184550148,3242.551184550148,0
1970-01-01 00:00:00.000000014,,3242.551689615784,3242.551689615784,3242.551689615784,3242.551689615784,3242.551689615784,0
1970-01-01 00:00:00.000000015,,3228.161509570274,3228.161509570274,3228.161509570274,3228.161509570274,3228.161509570274,0
1970-01-01 00:00:00.000000016,,3250.225730387927,3250.225730387927,3250.225730387927,3250.225730387927,3250.225730387927,0
1970-01-01 00:00:00.000000017,,3285.7214823214213,3285.7214823214213,3285.7214823214213,3285.7214823214213,3285.7214823214213,0
1970-01-01 00:00:00.000000018,,3286.0095713913324,3286.0095713913324,3286.0095713913324,3286.0095713913324,3286.0095713913324,0
1970-01-01 00:00:00.000000019,,3286.6811201617334,3286.6811201617334,3286.6811201617334,3286.6811201617334,3286.6811201617334,0
1970-01-01 00:00:00.000000020,,3280.9249493217903,3280.9249493217903,3280.9249493217903,3280.9249493217903,3280.9249493217903,0
1970-01-01 00:00:00.000000021,,3308.7454024736803,3308.7454024736803,3308.7454024736803,3308.7454024736803,3308.7454024736803,0
1970-01-01 00:00:00.000000022,,3226.2428534958594,3226.2428534958594,3226.2428534958594,3226.2428534958594,3226.2428534958594,0
1970-01-01 00:00:00.000000023,,3287.639955924305,3287.639955924305,3287.639955924305,3287.639955924305,3287.639955924305,0
1970-01-01 00:00:00.000000024,,3361.508677568011,3361.508677568011,3361.508677568011,3361.508677568011,3361.508677568011,0
1970-01-01 00:00:00.000000025,,3331.913416084789,3331.913416084789,3331.913416084789,3331.913416084789,3331.913416084789,0
1970-01-01 00:00:00.000000026,,3327.8366660724405,3327.8366660724405,3327.8366660724405,3327.8366660724405,3327.8366660724405,0
1970-01-01 00:00:00.000000027,,3336.6142726405114,3336.6142726405114,3336.6142726405114,3336.6142726405114,3336.6142726405114,0
1970-01-01 00:00:00.000000028,,3372.0619407057225,3372.0619407057225,3372.0619407057225,3372.0619407057225,3372.0619407057225,0
1970-01-01 00:00:00.000000029,,3376.858694785748,3376.858694785748,3376.858694785748,3376.858694785748,3376.858694785748,0
1970-01-01 00:00:00.000000030,,3404.6788949173124,3404.6788949173124,3404.6788949173124,3404.6788949173124,3404.6788949173124,0
1970-01-01 00:00:00.000000031,,3362.468224611322,3362.468224611322,3362.468224611322,3362.468224611322,3362.468224611322,0
1970-01-01 00:00:00.000000032,,3345.200411606133,3345.200411606133,3345.200411606133,3345.200411606133,3345.200411606133,0
1970-01-01 00:00:00.000000033,,3383.7652709787526,3383.7652709787526,3383.7652709787526,3383.7652709787526,3383.7652709787526,0
1970-01-01 00:00:00.000000034,,3382.7585179492467,3382.7585179492467,3382.7585179492467,3382.7585179492467,3382.7585179492467,0
1970-01-01 00:00:00.000000035,,3359.590210740269,3359.590210740269,3359.590210740269,3359.590210740269,3359.590210740269,0
1970-01-01 00:00:00.000000036,,3351.91545475949,3351.91545475949,3351.91545475949,3351.91545475949,3351.91545475949,0
1970-01-01 00:00:00.000000037,,3276.080089353148,3276.080089353148,3276.080089353148,3276.080089353148,3276.080089353148,0
1970-01-01 00:00:00.000000038,,3281.884214211261,3281.884214211261,3281.884214211261,3281.884214211261,3281.884214211261,0
1970-01-01 00:00:00.000000039,,3283.3230549969585,3283.3230549969585,3283.3230549969585,3283.3230549969585,3283.3230549969585,0
1970-01-01 00:00:00.000000040,,3252.144593441408,3252.144593441408,3252.144593441408,3252.144593441408,3252.144593441408,0
1970-01-01 00:00:00.000000041,,3193.145574568549,3193.145574568549,3193.145574568549,3193.145574568549,3193.145574568549,0
1970-01-01 00:00:00.000000042,,3187.869290841312,3187.869290841312,3187.869290841312,3187.869290841312,3187.869290841312,0
1970-01-01 00:00:00.000000043,,3224.324307062749,3224.324307062749,3224.324307062749,3224.324307062749,3224.324307062749,0
1970-01-01 00:00:00.000000044,,3217.608688766514,3217.608688766514,3217.608688766514,3217.608688766514,3217.608688766514,0
1970-01-01 00:00:00.000000045,,3225.187342201673,3225.187342201673,3225.187342201673,3225.187342201673,3225.187342201673,0
1970-01-01 00:00:00.000000046,,3227.201977550641,3227.201977550641,3227.201977550641,3227.201977550641,3227.201977550641,0
1970-01-01 00:00:00.000000047,,3247.347876803023,3247.347876803023,3247.347876803023,3247.347876803023,3247.347876803023,0
1970-01-01 00:00:00.000000048,,3178.1798932335464,3178.1798932335464,3178.1798932335464,3178.1798932335464,3178.1798932335464,0
1970-01-01 00:00:00.000000049,,3197.462609501381,3197.462609501381,3197.462609501381,3197.462609501381,3197.462609501381,0
1970-01-01 00:00:00.000000050,,3146.618154700995,3146.618154700995,3146.618154700995,3146.618154700995,3146.618154700995,0
1970-01-01 00:00:00.000000051,,3117.8380186547897,3117.8380186547897,3117.8380186547897,3117.8380186547897,3117.8380186547897,0
1970-01-01 00:00:00.000000052,,3077.5454087764915,3077.5454087764915,3077.5454087764915,3077.5454087764915,3077.5454087764915,0
1970-01-01 00:00:00.000000053,,3022.3842944468124,3022.3842944468124,3022.3842944468124,3022.3842944468124,3022.3842944468124,0
1970-01-01 00:00:00.000000054,,3040.755135435348,3040.755135435348,3040.755135435348,3040.755135435348,3040.755135435348,0
1970-01-01 00:00:00.000000055,,3015.4767541251367,3015.4767541251367,3015.4767541251367,3015.4767541251367,3015.4767541251367,0
1970-01-01 00:00:00.000000056,,3002.7656064012303,3002.7656064012303,3002.7656064012303,3002.7656064012303,3002.7656064012303,0
1970-01-01 00:00:00.000000057,,2988.231691352447,2988.231691352447,2988.231691352447,2988.231691352447,2988.231691352447,0
1970-01-01 00:00:00.000000058,,3020.8490163615606,3020.8490163615606,3020.8490163615606,3020.8490163615606,3020.8490163615606,0
1970-01-01 00:00:00.000000059,,3007.514314515956,3007.514314515956,3007.514314515956,3007.514314515956,3007.514314515956,0
1970-01-01 00:00:00.000000060,,2999.839871905109,2999.839871905109,2999.839871905109,2999.839871905109,2999.839871905109,0
1970-01-01 00:00:00.000000061,,3001.7582953291976,3001.7582953291976,3001.7582953291976,3001.7582953291976,3001.7582953291976,0
1970-01-01 00:00:00.000000062,,3060.2296643124405,3060.2296643124405,3060.2296643124405,3060.2296643124405,3060.2296643124405,0
1970-01-01 00:00:00.000000063,,3093.806202047412,3093.806202047412,3093.806202047412,3093.806202047412,3093.806202047412,0
1970-01-01 00:00:00.000000064,,3055.960571154015,3055.960571154015,3055.960571154015,3055.960571154015,3055.960571154015,0
1970-01-01 00:00:00.000000065,,3093.854189668319,3093.854189668319,3093.854189668319,3093.854189668319,3093.854189668319,0
1970-01-01 00:00:00.000000066,,3089.057837405062,3089.057837405062,3089.057837405062,3089.057837405062,3089.057837405062,0
1970-01-01 00:00:00.000000067,,3131.268913624373,3131.268913624373,3131.268913624373,3131.268913624373,3131.268913624373,0
1970-01-01 00:00:00.000000068,,3096.6843102624825,3096.6843102624825,3096.6843102624825,3096.6843102624825,3096.6843102624825,0
1970-01-01 00:00:00.000000069,,3079.464641584868,3079.464641584868,3079.464641584868,3079.464641584868,3079.464641584868,0
1970-01-01 00:00:00.000000070,,3006.6512288397944,3006.6512288397944,3006.6512288397944,3006.6512288397944,3006.6512288397944,0
1970-01-01 00:00:00.000000071,,3026.65335589644,3026.65335589644,3026.65335589644,3026.65335589644,3026.65335589644,0
1970-01-01 00:00:00.000000072,,3003.437224051802,3003.437224051802,3003.437224051802,3003.437224051802,3003.437224051802,0
1970-01-01 00:00:00.000000073,,2964.344522771059,2964.344522771059,2964.344522771059,2964.344522771059,2964.344522771059,0
1970-01-01 00:00:00.000000074,,2983.531208614425,2983.531208614425,2983.531208614425,2983.531208614425,2983.531208614425,0
1970-01-01 00:00:00.000000075,,3022.9598579372287,3022.9598579372287,3022.9598579372287,3022.9598579372287,3022.9598579372287,0
1970-01-01 00:00:00.000000076,,3053.562021865652,3053.562021865652,3053.562021865652,3053.562021865652,3053.562021865652,0
1970-01-01 00:00:00.000000077,,3051.64369490967,3051.64369490967,3051.64369490967,3051.64369490967,3051.64369490967,0
1970-01-01 00:00:00.000000078,,3055.4808006957965,3055.4808006957965,3055.4808006957965,3055.4808006957965,3055.4808006957965,0
1970-01-01 00:00:00.000000079,,3070.25482527173,3070.25482527173,3070.25482527173,3070.25482527173,3070.25482527173,0
1970-01-01 00:00:00.000000080,,3103.4474027619726,3103.4474027619726,3103.4474027619726,3103.4474027619726,3103.4474027619726,0
1970-01-01 00:00:00.000000081,,3085.219962118624,3085.219962118624,3085.219962118624,3085.219962118624,3085.219962118624,0
1970-01-01 00:00:00.000000082,,3050.8279377176764,3050.8279377176764,3050.8279377176764,3050.8279377176764,3050.8279377176764,0
1970-01-01 00:00:00.000000083,,3089.058162176573,3089.058162176573,3089.058162176573,3089.058162176573,3089.058162176573,0
1970-01-01 00:00:00.000000084,,3113.0416934733657,3113.0416934733657,3113.0416934733657,3113.0416934733657,3113.0416934733657,0
1970-01-01 00:00:00.000000085,,3120.3325650983,3120.3325650983,3120.3325650983,3120.3325650983,3120.3325650983,0
1970-01-01 00:00:00.000000086,,3156.211181637488,3156.211181637488,3156.211181637488,3156.211181637488,3156.211181637488,0
1970-01-01 00:00:00.000000087,,3174.438897486895,3174.438897486895,3174.438897486895,3174.438897486895,3174.438897486895,0
1970-01-01 00:00:00.000000088,,3145.802290975248,3145.802290975248,3145.802290975248,3145.802290975248,3145.802290975248,0
1970-01-01 00:00:00.000000089,,3150.4555576014886,3150.4555576014886,3150.4555576014886,3150.4555576014886,3150.4555576014886,0
1970-01-01 00:00:00.000000090,,3123.7855941829725,3123.7855941829725,3123.7855941829725,3123.7855941829725,3123.7855941829725,0
1970-01-01 00:00:00.000000091,,3123.545850910899,3123.545850910899,3123.545850910899,3123.545850910899,3123.545850910899,0
1970-01-01 00:00:00.000000092,,3094.7652983015287,3094.7652983015287,3094.7652983015287,3094.7652983015287,3094.7652983015287,0
1970-01-01 00:00:00.000000093,,3079.4644473658177,3079.4644473658177,3079.4644473658177,3079.4644473658177,3079.4644473658177,0
1970-01-01 00:00:00.000000094,,3098.651125062216,3098.651125062216,3098.651125062216,3098.651125062216,3098.651125062216,0
1970-01-01 00:00:00.000000095,,3171.560608341515,3171.560608341515,3171.560608341515,3171.560608341515,3171.560608341515,0
1970-01-01 00:00:00.000000096,,3142.780413349906,3142.780413349906,3142.780413349906,3142.780413349906,3142.780413349906,0
1970-01-01 00:00:00.000000097,,3160.048759185944,3160.048759185944,3160.048759185944,3160.048759185944,3160.048759185944,0
1970-01-01 00:00:00.000000098,,3159.568941034416,3159.568941034416,3159.568941034416,3159.568941034416,3159.568941034416,0
1970-01-01 00:00:00.000000099,,3224.131696998823,3224.131696998823,3224.131696998823,3224.131696998823,3224.131696998823,0
1970-01-01 00:00:00.000000100,,3180.194792373348,3180.194792373348,3180.194792373348,3180.194792373348,3180.194792373348,0
1970-01-01 00:00:00.000000101,,3174.43896283986,3174.43896283986,3174.43896283986,3174.43896283986,3174.43896283986,0
1970-01-01 00:00:00.000000102,,3179.23550947536,3179.23550947536,3179.23550947536,3179.23550947536,3179.23550947536,0
1970-01-01 00:00:00.000000103,,3190.987170597393,3190.987170597393,3190.987170597393,3190.987170597393,3190.987170597393,0
1970-01-01 00:00:00.000000104,,3180.19473683898,3180.19473683898,3180.19473683898,3180.19473683898,3180.19473683898,0
1970-01-01 00:00:00.000000105,,3146.617142141535,3146.617142141535,3146.617142141535,3146.617142141535,3146.617142141535,0
1970-01-01 00:00:00.000000106,,3120.715761529568,3120.715761529568,3120.715761529568,3120.715761529568,3120.715761529568,0
1970-01-01 00:00:00.000000107,,3128.390581857246,3128.390581857246,3128.390581857246,3128.390581857246,3128.390581857246,0
1970-01-01 00:00:00.000000108,,3113.0409246108093,3113.0409246108093,3113.0409246108093,3113.0409246108093,3113.0409246108093,0
1970-01-01 00:00:00.000000109,,3084.2610860329364,3084.2610860329364,3084.2610860329364,3084.2610860329364,3084.2610860329364,0
1970-01-01 00:00:00.000000110,,3127.431147894488,3127.431147894488,3127.431147894488,3127.431147894488,3127.431147894488,0
1970-01-01 00:00:00.000000111,,3111.793767318042,3111.793767318042,3111.793767318042,3111.793767318042,3111.793767318042,0
1970-01-01 00:00:00.000000112,,3136.483178898009,3136.483178898009,3136.483178898009,3136.483178898009,3136.483178898009,0
1970-01-01 00:00:00.000000113,,3089.8026716362706,3089.8026716362706,3089.8026716362706,3089.8026716362706,3089.8026716362706,0
1970-01-01 00:00:00.000000114,,3083.0372930443496,3083.0372930443496,3083.0372930443496,3083.0372930443496,3083.0372930443496,0
1970-01-01 00:00:00.000000115,,3106.2325613269354,3106.2325613269354,3106.2325613269354,3106.2325613269354,3106.2325613269354,0
1970-01-01 00:00:00.000000116,,3141.025437846982,3141.025437846982,3141.025437846982,3141.025437846982,3141.025437846982,0
1970-01-01 00:00:00.000000117,,3150.69022478578,3150.69022478578,3150.69022478578,3150.69022478578,3150.69022478578,0
1970-01-01 00:00:00.000000118,,3128.7516384410424,3128.7516384410424,3128.7516384410424,3128.7516384410424,3128.7516384410424,0
1970-01-01 00:00:00.000000119,,3097.5343740274448,3097.5343740274448,3097.5343740274448,3097.5343740274448,3097.5343740274448,0
1970-01-01 00:00:00.000000120,,3094.634857234224,3094.634857234224,3094.634857234224,3094.634857234224,3094.634857234224,0
1970-01-01 00:00:00.000000121,,3100.4336396774515,3100.4336396774515,3100.4336396774515,3100.4336396774515,3100.4336396774515,0
1970-01-01 00:00:00.000000122,,3112.031332803392,3112.031332803392,3112.031332803392,3112.031332803392,3112.031332803392,0
1970-01-01 00:00:00.000000123,,3203.1695958653577,3203.1695958653577,3203.1695958653577,3203.1695958653577,3203.1695958653577,0
1970-01-01 00:00:00.000000124,,3179.684301319629,3179.684301319629,3179.684301319629,3179.684301319629,3179.684301319629,0
1970-01-01 00:00:00.000000125,,3208.6784976153644,3208.6784976153644,3208.6784976153644,3208.6784976153644,3208.6784976153644,0
1970-01-01 00:00:00.000000126,,3195.679567433131,3195.679567433131,3195.679567433131,3195.679567433131,3195.679567433131,0
1970-01-01 00:00:00.000000127,,3191.281631473164,3191.281631473164,3191.281631473164,3191.281631473164,3191.281631473164,0
1970-01-01 00:00:00.000000128,,3213.268885316097,3213.268885316097,3213.268885316097,3213.268885316097,3213.268885316097,0
1970-01-01 00:00:00.000000129,,3184.516864683391,3184.516864683391,3184.516864683391,3184.516864683391,3184.516864683391,0
1970-01-01 00:00:00.000000130,,3170.937488223699,3170.937488223699,3170.937488223699,3170.937488223699,3170.937488223699,0
1970-01-01 00:00:00.000000131,,3173.885656490919,3173.885656490919,3173.885656490919,3173.885656490919,3173.885656490919,0
1970-01-01 00:00:00.000000132,,3252.1694652669635,3252.1694652669635,3252.1694652669635,3252.1694652669635,3252.1694652669635,0
1970-01-01 00:00:00.000000133,,3392.3075306304995,3392.3075306304995,3392.3075306304995,3392.3075306304995,3392.3075306304995,0
1970-01-01 00:00:00.000000134,,3359.447894024044,3359.447894024044,3359.447894024044,3359.447894024044,3359.447894024044,0
1970-01-01 00:00:00.000000135,,3382.642731380588,3382.642731380588,3382.642731380588,3382.642731380588,3382.642731380588,0
1970-01-01 00:00:00.000000136,,3345.993866330876,3345.993866330876,3345.993866330876,3345.993866330876,3345.993866330876,0
1970-01-01 00:00:00.000000137,,3298.465100815717,3298.465100815717,3298.465100815717,3298.465100815717,3298.465100815717,0
1970-01-01 00:00:00.000000138,,3276.130102806954,3276.130102806954,3276.130102806954,3276.130102806954,3276.130102806954,0
1970-01-01 00:00:00.000000139,,3292.118314386395,3292.118314386395,3292.118314386395,3292.118314386395,3292.118314386395,0
1970-01-01 00:00:00.000000140,,3294.880145302078,3294.880145302078,3294.880145302078,3294.880145302078,3294.880145302078,0
1970-01-01 00:00:00.000000141,,3289.647396497541,3289.647396497541,3289.647396497541,3289.647396497541,3289.647396497541,0
1970-01-01 00:00:00.000000142,,3280.00619919588,3280.00619919588,3280.00619919588,3280.00619919588,3280.00619919588,0
1970-01-01 00:00:00.000000143,,3260.044935309803,3260.044935309803,3260.044935309803,3260.044935309803,3260.044935309803,0
1970-01-01 00:00:00.000000144,,3309.0754669316248,3309.0754669316248,3309.0754669316248,3309.0754669316248,3309.0754669316248,0
1970-01-01 00:00:00.000000145,,3328.406534325866,3328.406534325866,3328.406534325866,3328.406534325866,3328.406534325866,0
1970-01-01 00:00:00.000000146,,3313.920580603676,3313.920580603676,3313.920580603676,3313.920580603676,3313.920580603676,0
1970-01-01 00:00:00.000000147,,3295.7522211794712,3295.7522211794712,3295.7522211794712,3295.7522211794712,3295.7522211794712,0
1970-01-01 00:00:00.000000148,,3346.817415728949,3346.817415728949,3346.817415728949,3346.817415728949,3346.817415728949,0
1970-01-01 00:00:00.000000149,,3375.9834506124294,3375.9834506124294,3375.9834506124294,3375.9834506124294,3375.9834506124294,0
1970-01-01 00:00:00.000000150,,3357.427758564071,3357.427758564071,3357.427758564071,3357.427758564071,3357.427758564071,0
1970-01-01 00:00:00.000000151,,3342.989828526343,3342.989828526343,3342.989828526343,3342.989828526343,3342.989828526343,0
1970-01-01 00:00:00.000000152,,3331.4590822095734,3331.4590822095734,3331.4590822095734,3331.4590822095734,3331.4590822095734,0
1970-01-01 00:00:00.000000153,,3333.9783938069554,3333.9783938069554,3333.9783938069554,3333.9783938069554,3333.9783938069554,0
1970-01-01 00:00:00.000000154,,3342.990278707455,3342.990278707455,3342.990278707455,3342.990278707455,3342.990278707455,0
1970-01-01 00:00:00.000000155,,3347.8352903665727,3347.8352903665727,3347.8352903665727,3347.8352903665727,3347.8352903665727,0
1970-01-01 00:00:00.000000156,,3304.230388230785,3304.230388230785,3304.230388230785,3304.230388230785,3304.230388230785,0
1970-01-01 00:00:00.000000157,,3270.316356134051,3270.316356134051,3270.316356134051,3270.316356134051,3270.316356134051,0
1970-01-01 00:00:00.000000158,,3294.541064120094,3294.541064120094,3294.541064120094,3294.541064120094,3294.541064120094,0
1970-01-01 00:00:00.000000159,,3282.9128995048004,3282.9128995048004,3282.9128995048004,3282.9128995048004,3282.9128995048004,0
1970-01-01 00:00:00.000000160,,3302.2925510571176,3302.2925510571176,3302.2925510571176,3302.2925510571176,3302.2925510571176,0
1970-01-01 00:00:00.000000161,,3270.3165044562,3270.3165044562,3270.3165044562,3270.3165044562,3270.3165044562,0
1970-01-01 00:00:00.000000162,,3288.727047450962,3288.727047450962,3288.727047450962,3288.727047450962,3288.727047450962,0
